Tutor Name, Course Name, Timeslot
Tutor 217,Fundamentals of Pure Mathematics,62
Tutor 217,Fundamentals of Pure Mathematics,63
Tutor 217,Fundamentals of Pure Mathematics,64
Tutor 217,Fundamentals of Pure Mathematics,65
Tutor 217,Honours Complex Variables - Skills,43
Tutor 217,Honours Complex Variables - Skills,44
Tutor 217,Honours Complex Variables - Skills,45
Tutor 217,Honours Complex Variables - Skills,46
Tutor 217,Statistics (Year 2),81
Tutor 217,Statistics (Year 2),82
Tutor 217,Statistics (Year 2) - Lab,72
Tutor 217,Statistics (Year 2) - Lab,73
Tutor 217,Topics in Mathematical Physics B,68
Tutor 217,Topics in Mathematical Physics B,69
Tutor 400,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 400,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 400,Galois Theory,28
Tutor 400,Galois Theory,29
Tutor 400,Incomplete Data Analysis,74
Tutor 400,Incomplete Data Analysis,75
Tutor 400,Machine Learning in Python,39
Tutor 400,Machine Learning in Python,40
Tutor 400,Machine Learning in Python,41
Tutor 400,Machine Learning in Python,42
Tutor 400,Numerical Probability and Monte Carlo ,32
Tutor 400,Numerical Probability and Monte Carlo ,33
Tutor 400,Numerical Probability and Monte Carlo ,34
Tutor 400,Numerical Probability and Monte Carlo ,35
Tutor 321,Calculus & its Applications ,26
Tutor 321,Calculus & its Applications ,27
Tutor 321,Calculus & its Applications ,28
Tutor 321,Honours Complex Variables,9
Tutor 321,Honours Complex Variables,10
Tutor 321,Honours Complex Variables - Skills,30
Tutor 321,Honours Complex Variables - Skills,31
Tutor 321,Honours Complex Variables - Skills,32
Tutor 321,Honours Complex Variables - Skills,33
Tutor 321,Proofs & Problem Solving,1
Tutor 321,Proofs & Problem Solving,2
Tutor 321,Proofs & Problem Solving,3
Tutor 321,Statistical Research Skills,62
Tutor 321,Statistical Research Skills,63
Tutor 273,Honours Complex Variables,9
Tutor 273,Honours Complex Variables,10
Tutor 273,Introduction to Number Theory,72
Tutor 273,Introduction to Number Theory,73
Tutor 273,Linear Programming Modelling and Solution Computer Lab,60
Tutor 273,Linear Programming Modelling and Solution Computer Lab,61
Tutor 273,Linear Programming Modelling and Solution Computer Lab,62
Tutor 273,Linear Programming Modelling and Solution Computer Lab,63
Tutor 273,Maths in Action A,28
Tutor 273,Maths in Action A,29
Tutor 273,Maths in Action A,30
Tutor 273,Maths in Action A,31
Tutor 273,Research Skills for Financial Mathematics,1
Tutor 273,Research Skills for Financial Mathematics,2
Tutor 145,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 145,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 145,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 145,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 145,Honours Complex Variables,7
Tutor 145,Honours Complex Variables,8
Tutor 145,Honours Complex Variables,9
Tutor 145,Honours Complex Variables,10
Tutor 145,Maths in Action A,28
Tutor 145,Maths in Action A,29
Tutor 145,Maths in Action A,30
Tutor 145,Maths in Action A,31
Tutor 145,Proofs & Problem Solving,11
Tutor 145,Proofs & Problem Solving,12
Tutor 145,Proofs & Problem Solving,13
Tutor 207,Honours Complex Variables,7
Tutor 207,Honours Complex Variables,8
Tutor 207,Honours Complex Variables,9
Tutor 207,Honours Complex Variables,10
Tutor 207,Numerical Ordinary Differential Equations and Applications,17
Tutor 207,Numerical Ordinary Differential Equations and Applications,18
Tutor 207,Proofs & Problem Solving,4
Tutor 207,Proofs & Problem Solving,5
Tutor 207,Proofs & Problem Solving,6
Tutor 207,Proofs & Problem Solving,11
Tutor 207,Proofs & Problem Solving,12
Tutor 207,Proofs & Problem Solving,13
Tutor 207,Statistics (Year 2),81
Tutor 207,Statistics (Year 2),82
Tutor 373,Calculus & its Applications ,29
Tutor 373,Calculus & its Applications ,30
Tutor 373,Calculus & its Applications ,31
Tutor 373,Fundamentals of Pure Mathematics,62
Tutor 373,Fundamentals of Pure Mathematics,63
Tutor 373,Fundamentals of Pure Mathematics,64
Tutor 373,Fundamentals of Pure Mathematics,65
Tutor 373,Honours Algebra,66
Tutor 373,Honours Algebra,67
Tutor 373,Machine Learning in Python,34
Tutor 373,Machine Learning in Python,35
Tutor 373,Machine Learning in Python,39
Tutor 373,Machine Learning in Python,40
Tutor 373,Statistics (Year 2),72
Tutor 373,Statistics (Year 2),73
Tutor 23,Honours Complex Variables - Skills,30
Tutor 23,Honours Complex Variables - Skills,31
Tutor 23,Honours Complex Variables - Skills,32
Tutor 23,Honours Complex Variables - Skills,33
Tutor 23,Multivariate Data Analysis,79
Tutor 23,Multivariate Data Analysis,80
Tutor 23,Proofs & Problem Solving,14
Tutor 23,Proofs & Problem Solving,15
Tutor 23,Proofs & Problem Solving,16
Tutor 23,Statistical Computing,39
Tutor 23,Statistical Computing,40
Tutor 23,Statistical Computing,41
Tutor 23,Statistical Computing,42
Tutor 305,Classical Mechanics for Mathematicians,62
Tutor 305,Classical Mechanics for Mathematicians,63
Tutor 305,Honours Algbra- Skills,30
Tutor 305,Honours Algbra- Skills,31
Tutor 305,Honours Algbra- Skills,32
Tutor 305,Honours Algbra- Skills,33
Tutor 305,Honours Algbra- Skills,87
Tutor 305,Honours Algbra- Skills,88
Tutor 305,Honours Algbra- Skills,89
Tutor 305,Honours Algbra- Skills,90
Tutor 305,Numerical Partial Differential Equations,39
Tutor 305,Numerical Partial Differential Equations,40
Tutor 305,Statistics (Year 2),72
Tutor 305,Statistics (Year 2),73
Tutor 237,Applied Dynamical Systems,22
Tutor 237,Applied Dynamical Systems,23
Tutor 237,Honours Complex Variables,7
Tutor 237,Honours Complex Variables,8
Tutor 237,Honours Complex Variables,9
Tutor 237,Honours Complex Variables,10
Tutor 237,Incomplete Data Analysis,74
Tutor 237,Incomplete Data Analysis,75
Tutor 237,Introduction to Number Theory,72
Tutor 237,Introduction to Number Theory,73
Tutor 237,Maths in Action A,28
Tutor 237,Maths in Action A,29
Tutor 237,Maths in Action A,30
Tutor 237,Maths in Action A,31
Tutor 311,Applied Statistics,87
Tutor 311,Applied Statistics,88
Tutor 311,Calculus & its Applications ,32
Tutor 311,Calculus & its Applications ,33
Tutor 311,Calculus & its Applications ,34
Tutor 311,Optimization Methods in Finance,24
Tutor 311,Optimization Methods in Finance,25
Tutor 311,Optimization Methods in Finance,26
Tutor 311,Optimization Methods in Finance,27
Tutor 311,Statistical Computing,39
Tutor 311,Statistical Computing,40
Tutor 311,Statistical Computing,41
Tutor 311,Statistical Computing,42
Tutor 193,Bayesian Data Analysis,89
Tutor 193,Bayesian Data Analysis,90
Tutor 193,Bayesian Data Analysis,91
Tutor 193,Bayesian Data Analysis,92
Tutor 193,Computing and Numerics,77
Tutor 193,Computing and Numerics,78
Tutor 193,Computing and Numerics,79
Tutor 193,Computing and Numerics,80
Tutor 193,Computing and Numerics,85
Tutor 193,Computing and Numerics,86
Tutor 193,Computing and Numerics,87
Tutor 193,Computing and Numerics,88
Tutor 193,Financial Mathematics,83
Tutor 193,Financial Mathematics,84
Tutor 338,Computing and Numerics,85
Tutor 338,Computing and Numerics,86
Tutor 338,Computing and Numerics,87
Tutor 338,Computing and Numerics,88
Tutor 338,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 338,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 338,Honours Complex Variables - Skills,43
Tutor 338,Honours Complex Variables - Skills,44
Tutor 338,Honours Complex Variables - Skills,45
Tutor 338,Honours Complex Variables - Skills,46
Tutor 338,Linear Programming Modelling and Solution,62
Tutor 338,Linear Programming Modelling and Solution,63
Tutor 338,Research Skills for Computational Applied Mathematics,70
Tutor 338,Research Skills for Computational Applied Mathematics,71
Tutor 93,Computing and Numerics,85
Tutor 93,Computing and Numerics,86
Tutor 93,Computing and Numerics,87
Tutor 93,Computing and Numerics,88
Tutor 93,Optimization Methods in Finance,24
Tutor 93,Optimization Methods in Finance,25
Tutor 93,Optimization Methods in Finance,26
Tutor 93,Optimization Methods in Finance,27
Tutor 93,Proofs & Problem Solving,1
Tutor 93,Proofs & Problem Solving,2
Tutor 93,Proofs & Problem Solving,3
Tutor 93,Proofs & Problem Solving,14
Tutor 93,Proofs & Problem Solving,15
Tutor 93,Proofs & Problem Solving,16
Tutor 65,Algebraic Topology,41
Tutor 65,Algebraic Topology,42
Tutor 65,Computing and Numerics,77
Tutor 65,Computing and Numerics,78
Tutor 65,Computing and Numerics,79
Tutor 65,Computing and Numerics,80
Tutor 65,Functional Analysis,32
Tutor 65,Functional Analysis,33
Tutor 65,Maths in Action A,28
Tutor 65,Maths in Action A,29
Tutor 65,Maths in Action A,30
Tutor 65,Maths in Action A,31
Tutor 65,Numerical Ordinary Differential Equations and Applications,15
Tutor 65,Numerical Ordinary Differential Equations and Applications,16
Tutor 106,Computing and Numerics,85
Tutor 106,Computing and Numerics,86
Tutor 106,Computing and Numerics,87
Tutor 106,Computing and Numerics,88
Tutor 106,Multivariate Data Analysis,79
Tutor 106,Multivariate Data Analysis,80
Tutor 106,Numerical Ordinary Differential Equations and Applications,17
Tutor 106,Numerical Ordinary Differential Equations and Applications,18
Tutor 106,Risk and Logistics,83
Tutor 106,Risk and Logistics,84
Tutor 106,Simulation,58
Tutor 106,Simulation,59
Tutor 106,Simulation,60
Tutor 106,Simulation,61
Tutor 265,Calculus & its Applications ,29
Tutor 265,Calculus & its Applications ,30
Tutor 265,Calculus & its Applications ,31
Tutor 265,Credit Scoring,15
Tutor 265,Credit Scoring,16
Tutor 265,Functional Analysis,32
Tutor 265,Functional Analysis,33
Tutor 265,Honours Complex Variables - Skills,43
Tutor 265,Honours Complex Variables - Skills,44
Tutor 265,Honours Complex Variables - Skills,45
Tutor 265,Honours Complex Variables - Skills,46
Tutor 265,Introduction to Number Theory,72
Tutor 265,Introduction to Number Theory,73
Tutor 126,Credit Scoring,13
Tutor 126,Credit Scoring,14
Tutor 126,Fundamentals of Pure Mathematics,62
Tutor 126,Fundamentals of Pure Mathematics,63
Tutor 126,Fundamentals of Pure Mathematics,64
Tutor 126,Fundamentals of Pure Mathematics,65
Tutor 126,Honours Algbra- Skills,87
Tutor 126,Honours Algbra- Skills,88
Tutor 126,Honours Algbra- Skills,89
Tutor 126,Honours Algbra- Skills,90
Tutor 126,Proofs & Problem Solving,4
Tutor 126,Proofs & Problem Solving,5
Tutor 126,Proofs & Problem Solving,6
Tutor 408,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 408,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 408,Honours Complex Variables - Skills,30
Tutor 408,Honours Complex Variables - Skills,31
Tutor 408,Honours Complex Variables - Skills,32
Tutor 408,Honours Complex Variables - Skills,33
Tutor 408,Statistical Computing,39
Tutor 408,Statistical Computing,40
Tutor 408,Statistical Computing,41
Tutor 408,Statistical Computing,42
Tutor 408,Topics in Applied Operational Research,49
Tutor 408,Topics in Applied Operational Research,50
Tutor 408,Topics in Applied Operational Research,51
Tutor 408,Topics in Applied Operational Research,52
Tutor 415,Applied Statistics,87
Tutor 415,Applied Statistics,88
Tutor 415,Credit Scoring,15
Tutor 415,Credit Scoring,16
Tutor 415,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 415,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 415,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 415,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 415,Geometry of General Relativity,83
Tutor 415,Geometry of General Relativity,84
Tutor 415,Statistical Computing,39
Tutor 415,Statistical Computing,40
Tutor 415,Statistical Computing,41
Tutor 415,Statistical Computing,42
Tutor 216,Algebraic Geometry,83
Tutor 216,Algebraic Geometry,84
Tutor 216,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 216,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 216,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 216,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 216,Honours Algbra- Skills,87
Tutor 216,Honours Algbra- Skills,88
Tutor 216,Honours Algbra- Skills,89
Tutor 216,Honours Algbra- Skills,90
Tutor 216,Honours Algebra,72
Tutor 216,Honours Algebra,73
Tutor 216,Nonlinear Optimization - Comp Lab,79
Tutor 216,Nonlinear Optimization - Comp Lab,80
Tutor 102,Credit Scoring,13
Tutor 102,Credit Scoring,14
Tutor 102,Honours Complex Variables,7
Tutor 102,Honours Complex Variables,8
Tutor 102,Honours Complex Variables,9
Tutor 102,Honours Complex Variables,10
Tutor 102,Honours Complex Variables - Skills,30
Tutor 102,Honours Complex Variables - Skills,31
Tutor 102,Honours Complex Variables - Skills,32
Tutor 102,Honours Complex Variables - Skills,33
Tutor 102,Incomplete Data Analysis,74
Tutor 102,Incomplete Data Analysis,75
Tutor 102,Numerical Partial Differential Equations - Comp Labs,5
Tutor 102,Numerical Partial Differential Equations - Comp Labs,6
Tutor 328,Calculus & its Applications ,32
Tutor 328,Calculus & its Applications ,33
Tutor 328,Calculus & its Applications ,34
Tutor 328,Classical Mechanics for Mathematicians,62
Tutor 328,Classical Mechanics for Mathematicians,63
Tutor 328,Data Assimilation,72
Tutor 328,Data Assimilation,73
Tutor 328,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 328,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 328,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 328,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 328,Proofs & Problem Solving,1
Tutor 328,Proofs & Problem Solving,2
Tutor 328,Proofs & Problem Solving,3
Tutor 150,Applied Dynamical Systems,22
Tutor 150,Applied Dynamical Systems,23
Tutor 150,Computing and Numerics,77
Tutor 150,Computing and Numerics,78
Tutor 150,Computing and Numerics,79
Tutor 150,Computing and Numerics,80
Tutor 150,Financial Mathematics,81
Tutor 150,Financial Mathematics,82
Tutor 150,Galois Theory,28
Tutor 150,Galois Theory,29
Tutor 150,Honours Algbra- Skills,30
Tutor 150,Honours Algbra- Skills,31
Tutor 150,Honours Algbra- Skills,32
Tutor 150,Honours Algbra- Skills,33
Tutor 75,Bayesian Data Analysis,89
Tutor 75,Bayesian Data Analysis,90
Tutor 75,Bayesian Data Analysis,91
Tutor 75,Bayesian Data Analysis,92
Tutor 75,Calculus & its Applications ,23
Tutor 75,Calculus & its Applications ,24
Tutor 75,Calculus & its Applications ,25
Tutor 75,Fundamentals of Pure Mathematics,62
Tutor 75,Fundamentals of Pure Mathematics,63
Tutor 75,Honours Complex Variables - Skills,30
Tutor 75,Honours Complex Variables - Skills,31
Tutor 75,Honours Complex Variables - Skills,32
Tutor 75,Honours Complex Variables - Skills,33
Tutor 75,Statistics (Year 2),72
Tutor 75,Statistics (Year 2),73
Tutor 392,Calculus & its Applications ,20
Tutor 392,Calculus & its Applications ,21
Tutor 392,Calculus & its Applications ,22
Tutor 392,Honours Complex Variables - Skills,30
Tutor 392,Honours Complex Variables - Skills,31
Tutor 392,Honours Complex Variables - Skills,32
Tutor 392,Honours Complex Variables - Skills,33
Tutor 392,Interactions in Algebra Geometry and Topology,68
Tutor 392,Interactions in Algebra Geometry and Topology,69
Tutor 392,Linear Programming Modelling and Solution,62
Tutor 392,Linear Programming Modelling and Solution,63
Tutor 392,Risk-Neutral Asset Pricing,77
Tutor 392,Risk-Neutral Asset Pricing,78
Tutor 153,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 153,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 153,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 153,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 153,Functional Analysis,32
Tutor 153,Functional Analysis,33
Tutor 153,Introduction to Number Theory,72
Tutor 153,Introduction to Number Theory,73
Tutor 153,Proofs & Problem Solving,4
Tutor 153,Proofs & Problem Solving,5
Tutor 153,Proofs & Problem Solving,6
Tutor 153,Proofs & Problem Solving,14
Tutor 153,Proofs & Problem Solving,15
Tutor 153,Proofs & Problem Solving,16
Tutor 219,Calculus & its Applications ,29
Tutor 219,Calculus & its Applications ,30
Tutor 219,Calculus & its Applications ,31
Tutor 219,Calculus & its Applications ,32
Tutor 219,Calculus & its Applications ,33
Tutor 219,Calculus & its Applications ,34
Tutor 219,Fourier Analysis,41
Tutor 219,Fourier Analysis,42
Tutor 219,Numerical Partial Differential Equations,39
Tutor 219,Numerical Partial Differential Equations,40
Tutor 219,Time Series,47
Tutor 219,Time Series,48
Tutor 219,Time Series,49
Tutor 219,Time Series,50
Tutor 5,Computing and Numerics,85
Tutor 5,Computing and Numerics,86
Tutor 5,Computing and Numerics,87
Tutor 5,Computing and Numerics,88
Tutor 5,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 5,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 5,Financial Mathematics,81
Tutor 5,Financial Mathematics,82
Tutor 5,Multivariate Data Analysis,79
Tutor 5,Multivariate Data Analysis,80
Tutor 5,Statistical Computing,39
Tutor 5,Statistical Computing,40
Tutor 5,Statistical Computing,41
Tutor 5,Statistical Computing,42
Tutor 226,Calculus & its Applications ,26
Tutor 226,Calculus & its Applications ,27
Tutor 226,Calculus & its Applications ,28
Tutor 226,Fundamentals of Pure Mathematics,62
Tutor 226,Fundamentals of Pure Mathematics,63
Tutor 226,Fundamentals of Pure Mathematics,64
Tutor 226,Fundamentals of Pure Mathematics,65
Tutor 226,Honours Algbra- Skills,30
Tutor 226,Honours Algbra- Skills,31
Tutor 226,Honours Algbra- Skills,32
Tutor 226,Honours Algbra- Skills,33
Tutor 226,Honours Algebra,66
Tutor 226,Honours Algebra,67
Tutor 226,Honours Algebra,72
Tutor 226,Honours Algebra,73
Tutor 337,Calculus & its Applications ,23
Tutor 337,Calculus & its Applications ,24
Tutor 337,Calculus & its Applications ,25
Tutor 337,Calculus & its Applications ,32
Tutor 337,Calculus & its Applications ,33
Tutor 337,Calculus & its Applications ,34
Tutor 337,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 337,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 337,Introduction to Number Theory,72
Tutor 337,Introduction to Number Theory,73
Tutor 337,Statistical Computing,39
Tutor 337,Statistical Computing,40
Tutor 337,Statistical Computing,41
Tutor 337,Statistical Computing,42
Tutor 206,Bayesian Data Analysis,85
Tutor 206,Bayesian Data Analysis,86
Tutor 206,Bayesian Data Analysis,87
Tutor 206,Bayesian Data Analysis,88
Tutor 206,Computing and Numerics,77
Tutor 206,Computing and Numerics,78
Tutor 206,Computing and Numerics,79
Tutor 206,Computing and Numerics,80
Tutor 206,Linear Programming Modelling and Solution,62
Tutor 206,Linear Programming Modelling and Solution,63
Tutor 206,Statistical Computing,39
Tutor 206,Statistical Computing,40
Tutor 206,Statistical Computing,41
Tutor 206,Statistical Computing,42
Tutor 33,Computing and Numerics,85
Tutor 33,Computing and Numerics,86
Tutor 33,Computing and Numerics,87
Tutor 33,Computing and Numerics,88
Tutor 33,Multivariate Data Analysis,89
Tutor 33,Multivariate Data Analysis,90
Tutor 33,Proofs & Problem Solving,4
Tutor 33,Proofs & Problem Solving,5
Tutor 33,Proofs & Problem Solving,6
Tutor 33,Statistical Computing,39
Tutor 33,Statistical Computing,40
Tutor 33,Statistical Computing,41
Tutor 33,Statistical Computing,42
Tutor 171,Calculus & its Applications ,29
Tutor 171,Calculus & its Applications ,30
Tutor 171,Calculus & its Applications ,31
Tutor 171,Calculus & its Applications ,32
Tutor 171,Calculus & its Applications ,33
Tutor 171,Calculus & its Applications ,34
Tutor 171,Honours Complex Variables,7
Tutor 171,Honours Complex Variables,8
Tutor 171,Honours Complex Variables,9
Tutor 171,Honours Complex Variables,10
Tutor 171,Proofs & Problem Solving,11
Tutor 171,Proofs & Problem Solving,12
Tutor 171,Proofs & Problem Solving,13
Tutor 387,Calculus & its Applications ,23
Tutor 387,Calculus & its Applications ,24
Tutor 387,Calculus & its Applications ,25
Tutor 387,Calculus & its Applications ,26
Tutor 387,Calculus & its Applications ,27
Tutor 387,Calculus & its Applications ,28
Tutor 387,Calculus & its Applications ,32
Tutor 387,Calculus & its Applications ,33
Tutor 387,Calculus & its Applications ,34
Tutor 387,Fundamentals of Pure Mathematics,62
Tutor 387,Fundamentals of Pure Mathematics,63
Tutor 387,Honours Algebra,72
Tutor 387,Honours Algebra,73
Tutor 387,Numerical Partial Differential Equations - Comp Labs,5
Tutor 387,Numerical Partial Differential Equations - Comp Labs,6
Tutor 183,Applied Statistics,87
Tutor 183,Applied Statistics,88
Tutor 183,Computing and Numerics,77
Tutor 183,Computing and Numerics,78
Tutor 183,Computing and Numerics,79
Tutor 183,Computing and Numerics,80
Tutor 183,Honours Complex Variables - Skills,30
Tutor 183,Honours Complex Variables - Skills,31
Tutor 183,Honours Complex Variables - Skills,32
Tutor 183,Honours Complex Variables - Skills,33
Tutor 183,Simulation,60
Tutor 183,Simulation,61
Tutor 183,Statistical Research Skills,62
Tutor 183,Statistical Research Skills,63
Tutor 182,Calculus & its Applications ,29
Tutor 182,Calculus & its Applications ,30
Tutor 182,Calculus & its Applications ,31
Tutor 182,Fundamentals of Pure Mathematics,62
Tutor 182,Fundamentals of Pure Mathematics,63
Tutor 182,Incomplete Data Analysis,74
Tutor 182,Incomplete Data Analysis,75
Tutor 182,Machine Learning in Python,32
Tutor 182,Machine Learning in Python,33
Tutor 182,Machine Learning in Python,34
Tutor 182,Machine Learning in Python,35
Tutor 182,Simulation,58
Tutor 182,Simulation,59
Tutor 189,Applied Dynamical Systems,22
Tutor 189,Applied Dynamical Systems,23
Tutor 189,Multivariate Data Analysis,79
Tutor 189,Multivariate Data Analysis,80
Tutor 189,Proofs & Problem Solving,4
Tutor 189,Proofs & Problem Solving,5
Tutor 189,Proofs & Problem Solving,6
Tutor 189,Proofs & Problem Solving,11
Tutor 189,Proofs & Problem Solving,12
Tutor 189,Proofs & Problem Solving,13
Tutor 189,Proofs & Problem Solving,14
Tutor 189,Proofs & Problem Solving,15
Tutor 189,Proofs & Problem Solving,16
Tutor 412,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 412,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 412,Financial Mathematics,83
Tutor 412,Financial Mathematics,84
Tutor 412,Honours Algbra- Skills,30
Tutor 412,Honours Algbra- Skills,31
Tutor 412,Honours Algbra- Skills,32
Tutor 412,Honours Algbra- Skills,33
Tutor 412,Numerical Partial Differential Equations - Comp Labs,5
Tutor 412,Numerical Partial Differential Equations - Comp Labs,6
Tutor 412,Proofs & Problem Solving,1
Tutor 412,Proofs & Problem Solving,2
Tutor 412,Proofs & Problem Solving,3
Tutor 317,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 317,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 317,Financial Mathematics,81
Tutor 317,Financial Mathematics,82
Tutor 317,Financial Mathematics,85
Tutor 317,Financial Mathematics,86
Tutor 317,Honours Complex Variables,7
Tutor 317,Honours Complex Variables,8
Tutor 317,Honours Complex Variables,9
Tutor 317,Honours Complex Variables,10
Tutor 317,Machine Learning in Python,41
Tutor 317,Machine Learning in Python,42
Tutor 317,Multivariate Data Analysis,89
Tutor 317,Multivariate Data Analysis,90
Tutor 116,Credit Scoring,15
Tutor 116,Credit Scoring,16
Tutor 116,Geometry of General Relativity,83
Tutor 116,Geometry of General Relativity,84
Tutor 116,Honours Complex Variables,7
Tutor 116,Honours Complex Variables,8
Tutor 116,Honours Complex Variables,9
Tutor 116,Honours Complex Variables,10
Tutor 116,Honours Complex Variables - Skills,43
Tutor 116,Honours Complex Variables - Skills,44
Tutor 116,Honours Complex Variables - Skills,45
Tutor 116,Honours Complex Variables - Skills,46
Tutor 116,Multivariate Data Analysis,89
Tutor 116,Multivariate Data Analysis,90
Tutor 40,Honours Algbra- Skills,87
Tutor 40,Honours Algbra- Skills,88
Tutor 40,Honours Algbra- Skills,89
Tutor 40,Honours Algbra- Skills,90
Tutor 40,Honours Complex Variables,7
Tutor 40,Honours Complex Variables,8
Tutor 40,Incomplete Data Analysis,74
Tutor 40,Incomplete Data Analysis,75
Tutor 40,Integer and Combinatorial Optimization,47
Tutor 40,Integer and Combinatorial Optimization,48
Tutor 40,Numerical Ordinary Differential Equations and Applications,15
Tutor 40,Numerical Ordinary Differential Equations and Applications,16
Tutor 40,Numerical Ordinary Differential Equations and Applications,17
Tutor 40,Numerical Ordinary Differential Equations and Applications,18
Tutor 258,Calculus & its Applications ,20
Tutor 258,Calculus & its Applications ,21
Tutor 258,Calculus & its Applications ,22
Tutor 258,Fundamentals of Pure Mathematics,62
Tutor 258,Fundamentals of Pure Mathematics,63
Tutor 258,Fundamentals of Pure Mathematics,64
Tutor 258,Fundamentals of Pure Mathematics,65
Tutor 258,Multivariate Data Analysis,79
Tutor 258,Multivariate Data Analysis,80
Tutor 258,Numerical Ordinary Differential Equations and Applications,15
Tutor 258,Numerical Ordinary Differential Equations and Applications,16
Tutor 258,Numerical Ordinary Differential Equations and Applications,17
Tutor 258,Numerical Ordinary Differential Equations and Applications,18
Tutor 258,Research Skills for Financial Mathematics,1
Tutor 258,Research Skills for Financial Mathematics,2
Tutor 236,Calculus & its Applications ,29
Tutor 236,Calculus & its Applications ,30
Tutor 236,Calculus & its Applications ,31
Tutor 236,Financial Mathematics,85
Tutor 236,Financial Mathematics,86
Tutor 236,Honours Algebra,66
Tutor 236,Honours Algebra,67
Tutor 236,Large Scale Optimization for Data Science,70
Tutor 236,Large Scale Optimization for Data Science,71
Tutor 236,Large Scale Optimization for Data Science,72
Tutor 236,Large Scale Optimization for Data Science,73
Tutor 236,Time Series,47
Tutor 236,Time Series,48
Tutor 236,Time Series,49
Tutor 236,Time Series,50
Tutor 348,Calculus & its Applications ,20
Tutor 348,Calculus & its Applications ,21
Tutor 348,Calculus & its Applications ,22
Tutor 348,Numerical Ordinary Differential Equations and Applications,17
Tutor 348,Numerical Ordinary Differential Equations and Applications,18
Tutor 348,Proofs & Problem Solving,14
Tutor 348,Proofs & Problem Solving,15
Tutor 348,Proofs & Problem Solving,16
Tutor 348,Statistics (Year 2),70
Tutor 348,Statistics (Year 2),71
Tutor 348,Statistics (Year 2),81
Tutor 348,Statistics (Year 2),82
Tutor 348,Statistics (Year 2) - Lab,72
Tutor 348,Statistics (Year 2) - Lab,73
Tutor 271,Applied Statistics,87
Tutor 271,Applied Statistics,88
Tutor 271,Bayesian Data Analysis,89
Tutor 271,Bayesian Data Analysis,90
Tutor 271,Bayesian Data Analysis,91
Tutor 271,Bayesian Data Analysis,92
Tutor 271,Introduction to Number Theory,72
Tutor 271,Introduction to Number Theory,73
Tutor 271,Proofs & Problem Solving,4
Tutor 271,Proofs & Problem Solving,5
Tutor 271,Proofs & Problem Solving,6
Tutor 271,Statistical Research Skills,62
Tutor 271,Statistical Research Skills,63
Tutor 43,Applied Statistics,87
Tutor 43,Applied Statistics,88
Tutor 43,Calculus & its Applications ,26
Tutor 43,Calculus & its Applications ,27
Tutor 43,Calculus & its Applications ,28
Tutor 43,Fundamentals of Pure Mathematics,64
Tutor 43,Fundamentals of Pure Mathematics,65
Tutor 43,Honours Complex Variables - Skills,30
Tutor 43,Honours Complex Variables - Skills,31
Tutor 43,Honours Complex Variables - Skills,32
Tutor 43,Honours Complex Variables - Skills,33
Tutor 43,Numerical Ordinary Differential Equations and Applications,15
Tutor 43,Numerical Ordinary Differential Equations and Applications,16
